query_id,query_text
7636785060_caption_00,A man in a pink and green shirt is riding down what appears to be a parade route while on a tiny bicycle.
7636785060_caption_01,A bald man in white sunglasses and a green shirt rides a comically small yellow bike.
7636785060_caption_02,"A guy, wearing a green shirt and white sunglasses, is peddling a tiny bicycle."
7636785060_caption_03,A bald man wearing sunglasses peddling a very small bicycle.
7636785060_caption_04,A young man is riding a very small bike in the city.
7645680482_caption_00,"Four cyclists, two male, one female, and one of indeterminate gender, in a bike race in a european country."
7645680482_caption_01,Cyclists are focused straight ahead as they ride along a street with onlookers watching from behind barricades.
7645680482_caption_02,Multiple people on their bikes riding in a race on a city street.
7645680482_caption_03,Streets are lined with people watching lots bicyclists drive by.
7645680482_caption_04,Bicyclists competing for the gold.
7645700076_caption_00,"Cyclists lean into a turn, behind them is a barricade and behind that are people watching the cycling race."
7645700076_caption_01,Bicycle racers pass an audience waiting behind gates on a cobbled street.
7645700076_caption_02,Bicyclists racing in a marathon with spectators viewing.
7645700076_caption_03,Many cyclists ride past a group of onlookers.
7645700076_caption_04,Bicyclists riding past a crowd of onlookers.
7645711984_caption_00,A group of bicycle racers rounds a turn on an asphalt street as spectators watch from behind temporary barriers.
7645711984_caption_01,A focused man wearing black leads the pack in this bike race.
7645711984_caption_02,Several bicycle riders racing across a paved road.
7645711984_caption_03,Cyclists are racing around a curve.
7645711984_caption_04,View of front runner at an event
7649202360_caption_00,"A boy with a white shirt, jeans and rollerskates skating down a highway."
7649202360_caption_01,A young man is skateboarding on a road with 3 other people behind him.
7649202360_caption_02,A man wearing a white shirt is skateboarding downhill on a road.
7649202360_caption_03,A man in sunglasses is skateboarding on the road in a desert.
7649202360_caption_04,Man crouching on a skateboard on the highway.
7650753866_caption_00,Two cyclists on bikes riding towards camera with a group of people behind them facing the other way in line for something.
7650753866_caption_01,"Two male bicyclists wearing racing suits, goggles, and helmets pedal along a path marked with metal barricades."
7650753866_caption_02,Two bikers with people in the background waiting in line.
7650753866_caption_03,Two bicyclist riding their bikes outside on a track.
7650753866_caption_04,Team Great Britain cycles to the finish line.
7651709766_caption_00,A road bike race with about 39 racers turning a corner on a brick road in the middle of a city
7651709766_caption_01,Many people ride bicycles in helmets as fans spectate and cheer them on.
7651709766_caption_02,The bicyclists are competing in a race through city streets.
7651709766_caption_03,Many bicyclists are racing down a very narrow city street.
7651709766_caption_04,The middle of a bike marathon.
7651721222_caption_00,"Bicycle racers, the middle one in white with yellow sunglasses and red shoes, ride along a street, while onlookers watch from behind a barrier."
7651721222_caption_01,"A bike race with three racers in biking clothes, the man in the middle has on red shoes and green sunglasses."
7651721222_caption_02,Three men riding bikes all in shorts the middle one has sunglasses riding in a race.
7651721222_caption_03,A group of bicyclists ride down the race route while the crowd looks on.
7651721222_caption_04,3 guys are biking down the street while onlookers view them.
7654787166_caption_00,A whole bunch of men in different colored uniforms in a bicycle race with people on the side line cheering for them.
7654787166_caption_01,People riding in a Cyclothon in biking suits and professional helmets.
7654787166_caption_02,A large group of close together cyclists in the middle of a road race.
7654787166_caption_03,Many bikers are riding through the road during a cloudy day.
7654787166_caption_04,Hundreds of bike riders race to the finish line.
7664119606_caption_00,Several team members of the Great Britain team in a bicycle race with the crowd and other riders in the background.
7664119606_caption_01,Members of the same racing team are grouped together in a professional bike race.
7664119606_caption_02,"A group of team Great Britain cyclists, try to pedal their way into victory."
7664119606_caption_03,The Great Britain cycling team competing in the Olympics.
7664119606_caption_04,A bunch of guys riding bikes
7669392800_caption_00,"Numerous bicyclists wearing bicyclist apparel, helmets, goggles, and gloves racing fiercely down a paved road despite the rain."
7669392800_caption_01,The bike leader pedals for his life as competing countries gain his tail.
7669392800_caption_02,A German man leads a street bike race followed closely by competitors.
7669392800_caption_03,A group of bicyclists are riding down a road in the rain.
7669392800_caption_04,These men are riding their bikes.
7675416016_caption_00,"Three bicyclists racing down a busy street in the rain, with a red BMW and a motorcycle approaching from behind."
7675416016_caption_01,"3 cyclists are racing ahead of a red BMW, with the leader wearing solid white helmet and black cycling pants"
7675416016_caption_02,A group of cyclists ride in the rain along a road with a red BMW driving by.
7675416016_caption_03,Several bicyclists are racing down the street in traffic.
7675416016_caption_04,A bunch of men riding bikes in a triathlon.
7690660482_caption_00,A lady dressed in patriotic American clothing riding in the back of a convertible in a parade.
7690660482_caption_01,Two patriotic women in the back of a classic convertible ride along in a small parade.
7690660482_caption_02,An open topped car leads a large group of people down a road.
7690660482_caption_03,Passengers in a rusty yellow car driving down the street.
7690660482_caption_04,Vintage car with people in costume riding in a parade.
7703564760_caption_00,Three race cars are on a racetrack decorated with yellow signs.
7703564760_caption_01,A red race car is beating two green race cars around the track.
7703564760_caption_02,Formula one cars racing which the red car seems to be winning
7703564760_caption_03,Three brightly colored cars are racing around a track.
7703564760_caption_04,Three Go Karts are racing down a track.
7710096952_caption_00,The race car is being driven down the racetrack.
7710096952_caption_01,An orange dragster race car sits on the track.
7710096952_caption_02,A person is driving a red and black race car.
7710096952_caption_03,There is a red and black race car on a track.
7710096952_caption_04,A red race car driving on a racetrack.
7712223846_caption_00,"7 runners race down a orange track, as the LCD displays denotes it as a distance of 400 meters."
7712223846_caption_01,"Neck and neck to the finish line, every competitor has been training for this race."
7712223846_caption_02,"A group of athletic, young men are racing outside on a track."
7712223846_caption_03,Runners running down a track during a race.
7712223846_caption_04,Running in the Olympics.
7714755346_caption_00,A man wearing white shorts and no shirt is performing tricks on his bike in a skate park.
7714755346_caption_01,The guy with the jean shorts is at the skate park doing tricks on his bike.
7714755346_caption_02,"On a gorges sunny day, young man doing a trick on a BMX bike."
7714755346_caption_03,A teen performing a bike trick at a skate park.
7714755346_caption_04,A young man with no shirt on is riding a bike.
7724666074_caption_00,"A dirt bike rider takes a turn wearing his uniform and helmet and riding a bike marked ""1""."
7724666074_caption_01,A man with a number one on his dirt-bike rides around the track.
7724666074_caption_02,A professional dirt bike rider is riding a lap around a track.
7724666074_caption_03,A person is riding a colorful dirt bike on dirt hills.
7724666074_caption_04,A man is riding a dirt bike on a steep tilt.
7729005930_caption_00,A Dodge race car is driving down a dirt road and throwing up dust with its wheels.
7729005930_caption_01,A rally car bears down on the camera while kicking up a plume of dust.
7729005930_caption_02,A red and white Ford Edge is driven by a professional driver.
7729005930_caption_03,This is a red and white sports car going down a dirt road.
7729005930_caption_04,A driver is racing his Ford vehicle on a gravel track.
7754645524_caption_00,"A crowd of people and their families are gathered in a field near an arena, watching an event on an outdoor screen."
7754645524_caption_01,A crowd of people outside the Olympic arena in Great Britain watching the Olympics on a portable screen.
7754645524_caption_02,All the people in the park are trying to make themselves comfortable to enjoy the program set for them.
7754645524_caption_03,A crowd of people set on a lawn and watch the Olympics on a jumbo screen.
7754645524_caption_04,A group of people have gathered in a grassy field on a sunny day.
7764093618_caption_00,"Two women sit on a brown scooter, one is wearing blue jeans and a brown jacket, the other is carrying a bag and has on black pants and a black top with a green hat."
7764093618_caption_01,Two African american females ride on a moped down a city street that appears to be in a well congested area of a large city area.
7764093618_caption_02,Two Black women in a brown motorcycle amidst many other motorcycles with the woman in the rear giving a smile to the camera.
7764093618_caption_03,"Two African American women without helmets are riding on a scooter, the passenger is waving to the camera."
7764093618_caption_04,"Two women riding on a vespa, sadly only one is enjoying herself."
7764208980_caption_00,A young woman wearing pink and black bike attire enjoys a ride through the country with a friend.
7764208980_caption_01,Two people smiling while riding their bicycles down the road.
7764208980_caption_02,Two people competing in a bicycle race pass on the roadway.
7764208980_caption_03,Two fellow bike riders are riding down the highway.
7764208980_caption_04,Two cyclists are racing on a country road.
7772746168_caption_00,"There are two bike racers, the one in the front is wearing black and white; and the one towards the black is in red white and blue."
7772746168_caption_01,"Two people on bicycles, one is wearing white and black and the other is wearing blue and red."
7772746168_caption_02,Two cyclists riding in a line while number two is ahead of number three.
7772746168_caption_03,Two bicyclists are racing each other on a dirt track.
7772746168_caption_04,Two guys riding bikes on a dirt road.
7775061978_caption_00,Two young girls are petting a miniature horse tied to a blue wagon.
7775061978_caption_01,Two young girls pet a horse while near a blue Carriage.
7775061978_caption_02,The Two girls pet the small young Horse.
7775061978_caption_03,Two young girls are petting a pony.
7775061978_caption_04,Two young girls pet a small horse.
7784556054_caption_00,A biker in blue rides just ahead a biker in white down a gravel path.
7784556054_caption_01,Two bicyclists in spandex and helmets in a race pedaling uphill.
7784556054_caption_02,2 bikers are on a rocky dirt trail and number 3 is in the lead.
7784556054_caption_03,Number 2 and 3 mountain bikers ride on trail in the woods
7784556054_caption_04,Two men mountain biking up a rugged and rocky trail.
7784556300_caption_00,"A bicycle race, with bicycle riders dressed in multicolor uniforms, with a man recording it."
7784556300_caption_01,A man on a black mountain bike rides through a course filled with other bikers.
7784556300_caption_02,"Several cyclists make their way through a rutted field, as a cameraman films."
7784556300_caption_03,"A man filming a bike race, with a female biker in the foreground."
7784556300_caption_04,A group of men are biking through the grass.
7784786374_caption_00,Man in a yellow and red outfit is biking down a rough trail with grass on the sides.
7784786374_caption_01,An Olympic cyclist with the number 9 from Espania riding down a dirt path.
7784786374_caption_02,A man in a red and white uniform bikes a trail.
7784786374_caption_03,A man in yellow and red biking down a hill.
7784786374_caption_04,A bicyclist is racing on a dirt track.
7786624414_caption_00,A man in protective gear has jumped off an object on a bike in the air while the crowd is cheering him on.
7786624414_caption_01,"A bike rider with a full face helmet is in midair, playing the crowd they look and take pictures."
7786624414_caption_02,A cyclist is optimistic as he rushes through the air while on his BMX bike at a bicycle event.
7786624414_caption_03,A BMX rider in the middle of a jump as the crowd below watches.
7786624414_caption_04,A cyclist is hanging in midair between two rows of spectators.
7797804324_caption_00,A young woman hikes her way up a wooded area surrounded by vegetation.
7797804324_caption_01,A middle-aged woman jogging along a trail in the wilderness.
7797804324_caption_02,A vibrant tracker hikes through a scenic trail.
7797804324_caption_03,A person jogging along a beautiful greenway.
7797804324_caption_04,Woman with a backpack hiking up a path.
7822651508_caption_00,"Young caucasian man in shorts, t-shirt, helmet and sunglasses mountain biking down a heavily wooded hill."
7822651508_caption_01,"One helmeted man on a mountain bike is coming down a steep, rocky path."
7822651508_caption_02,A man wearing a helmet is riding his bike down rocky terrain.
7822651508_caption_03,The boy on the bike is wearing safety glasses and a helmet.
7822651508_caption_04,A man is riding his bicycle downhill in rough terrain.
7822662028_caption_00,"A male bicyclist rides toward the camera on a narrow mountainous trail, with trees to his left and other vegetation to his right."
7822662028_caption_01,An off road BMX rider is seen navigating a trail in a heavily forested area abundant with greenery.
7822662028_caption_02,A man wearing black clothing and a black helmet bikes through a forest trail.
7822662028_caption_03,A white guy in black biking gear is riding through the forest.
7822662028_caption_04,A mountain biker rides a trail through the woods.
7833875746_caption_00,A woman with a heart tattoo on her calf is riding her bike past a cornfield.
7833875746_caption_01,A woman in full bike gear pedals her road bike on a street near a field.
7833875746_caption_02,A woman cyclist coasts along as she passes a field of corn.
7833875746_caption_03,A woman is riding her bike past the field.
7833875746_caption_04,A woman is riding a green bike in a race.
7833974088_caption_00,A man wearing racing gear rides a bicycle on a road past fields of grapevines.
7833974088_caption_01,A biker rides his bike past rows of immature trees.
7833974088_caption_02,Horny bicycle rider wishes he had put on sunscreen.
7833974088_caption_03,The red panted cyclist is amongst nature.
7833974088_caption_04,1 man riding a bike through the country.
7842242014_caption_00,"A two door, hatchback racing car is turning fast on some dirt and is creating a dirt cloud."
7842242014_caption_01,Car number 14 has thrown up a lot of dirt behind it.
7842242014_caption_02,A very dirty race car doing a burnout on some dirt.
7842242014_caption_03,A rally vehicle creates a dust cloud while racing.
7842242014_caption_04,A small car in an open field.
7862746870_caption_00,A white race car full of logos on a dirt track with a photographer in the background.
7862746870_caption_01,A race car is doing a turn while a man is taking a photo in the background.
7862746870_caption_02,A racing car slides through a curve in an off-road racing course.
7862746870_caption_03,A race car making a quick turn in a wooded area.
7862746870_caption_04,A race car takes a turn on a dirt road.
7865722022_caption_00,"Two smiling cyclists both dressed in competition gear, bike by a graffiti wall and stationary planter as several people look the other way."
7865722022_caption_01,Two bicyclers in spandex and blue and yellow helmets riding past graffiti.
7865722022_caption_02,Two bicyclists ride down the street past people while talking.
7865722022_caption_03,These two cyclists ride side by side in an urban neighborhood.
7865722022_caption_04,Two men are smiling and riding bicycles.
7879838102_caption_00,There is a large crowd of onlookers at a skateboarding competition looking on as a man rides on a ramp.
7879838102_caption_01,A male skateboarder performs tricks on a half-pipe while a crowd of children and young men look on.
7879838102_caption_02,A crowd of people closely watching a rollerskater ;at the summit of his run.
7879838102_caption_03,"Young man skating while a crowd looks on, in an amusement park."
7879838102_caption_04,A guy is skateboarding in front of a crowd.
7883041362_caption_00,"A young woman wearing jeans, a white t-shirt and a hat, performs a high flying trick on a bicycle at an outdoor bike park."
7883041362_caption_01,A young boy at a skate park is flying high on his bike while using no hands!
7883041362_caption_02,A young person doing a high-flying bike trick with his or her arms out.
7883041362_caption_03,A girl on a bicycle doing a jump in the air with no hands.
7883041362_caption_04,A person does a trick on a bike.
7890007278_caption_00,A mountain bike rider wearing a helmet rides down a mountain trail with trees and a mountain ridge in the background.
7890007278_caption_01,"Bicycle rider wearing black, riding down a dirt trail in a mountain bike."
7890007278_caption_02,"Against a backdrop of scenic snowcapped mountains, a bike rider appears."
7890007278_caption_03,A man rides his mountain bike with mountains in the background.
7890007278_caption_04,A man is riding a bike on a steep tilt.
7911386234_caption_00,A child riding a bike wearing a blue hooded windbreaker where the background appears blurred.
7911386234_caption_01,A child dressed in blue riding her yellow bike quickly down the road.
7911386234_caption_02,A child in a blue breaker is riding his yellow bike down the road.
7911386234_caption_03,"A child, in a blue raincoat, rides a bicycle on a blacktop road."
7911386234_caption_04,A child is riding their bike in the rain with a raincoat on.
7913102578_caption_00,A man in a red jumpsuit and black helmet is driving a red go-kart with the number 20 on the steering column.
7913102578_caption_01,"The go-cart driver is making a turn, while the red uniform matches the red car."
7913102578_caption_02,A young person is enjoying a ride on a go-cart of sorts.
7913102578_caption_03,A person driving a go-kart turning to his or her left.
7913102578_caption_04,Woman driving go-kart on a track.
7914604678_caption_00,"A cyclist is focusing on the race intently, as he looks ahead at all the other riders ahead of him."
7914604678_caption_01,A man in a bike race wearing red and black shorts and shirt pedaling around a corner.
7914604678_caption_02,An artsy photograph taken with a wide lens shows spandex-clad bicyclists pedaling.
7914604678_caption_03,A cyclist is rounding a corner on a wet road.
7914604678_caption_04,Two bicyclists in a race with helmets.
7940321892_caption_00,A red race car with the number 56 is driving along a racetrack.
7940321892_caption_01,A number 56 red racing car is speeding left past the frame.
7940321892_caption_02,A bright red race car is speeding past.
7940321892_caption_03,Man driving a race car competitively
7940321892_caption_04,A man in a red go kart is racing
7942374116_caption_00,A rally race car is navigating around a turn on a race course surrounded by hay bails.
7942374116_caption_01,A race car is between hy barriers near the start arch.
7942374116_caption_02,A rally car speeds around a corner in a rally race.
7942374116_caption_03,Racing vehicle coming around a turn on a track
7942374116_caption_04,A car race is taking place on a track.
7942450860_caption_00,A man is sitting in a folding chair at a car shop while others look at cars in the background.
7942450860_caption_01,A man sitting next to tires in a showroom containing race cars lined up with hoods opened.
7942450860_caption_02,A man is sitting on a blue chair next to three tires and in front of two yellow racing cars
7942450860_caption_03,"Multiple race cars seems to need tune ups, two yellow car one white and one black"
7942450860_caption_04,A mechanic for a race car team is working on the wheels of a race car.
7983485994_caption_00,A teenager jumps his bicycle over a ramp in front of a cream-colored apartment building.
7983485994_caption_01,A BMX rider performs an aerial trick off of a jump in an urban environment.
7983485994_caption_02,Male in the air on a BMX bicycle after having launched off a ramp.
7983485994_caption_03,A bicyclist uses an improvised ramp to catch air.
7983485994_caption_04,A man jumps off a ramp while riding a bicycle.
7987908185_caption_00,Two young blond girls in white dress with flowers looking at horses pulling a white carriage on a brick road.
7987908185_caption_01,Regal horse and white carriage scene with female driver and two blond little flower girls dressed in white.
7987908185_caption_02,Two little girls wearing white dresses are standing next to a white carriage attached to two horses.
7987908185_caption_03,Two young flower girls stand hand-in-hand by a white carriage pulled by two black horses.
7987908185_caption_04,Woman in a white carriage with two little girls in white dresses looking at the horses.
7988586396_caption_00,"A woman cyclist wearing a white helmet, sunglasses, black long-sleeved shirt and black and pink biking shorts pedals straight toward the camera lens."
7988586396_caption_01,A woman in a mostly black outfit and white helmet riding a bike with blurred trees in the background.
7988586396_caption_02,Female bicyclist wearing black and red bicycle shorts and top and wearing white helmet.
7988586396_caption_03,A woman rides her bike with her white helmet and her biking shorts and top.
7988586396_caption_04,A woman in a cycling jersey rides a bicycle.
7999356691_caption_00,A person is driving an all-terrain vehicle through a muddy course.
7999356691_caption_01,A man driving a sport atv at high speeds around a dirt track
7999356691_caption_02,ATV racer leans into the corner to maintain his balance
7999356691_caption_03,A person in a racing outfit about to get on a quad.
7999356691_caption_04,Man racing a quad on a dirt racetrack.
8004084961_caption_00,A bicycle racer has an energized look on his face while being closely escorted by another vehicle.
8004084961_caption_01,A bicyclist is riding down the street with a black car following close behind.
8004084961_caption_02,Cyclist competing in a bike race followed by safety officer.
8004084961_caption_03,A cyclist rides down the road closely followed by a car.
8004084961_caption_04,A bike racer in red speeds ahead of a black car.
8004090394_caption_00,"A saxo bank bicyclist racer is on the road, on his bike peddling, with his arms on the center of his handlebar."
8004090394_caption_01,A cyclist in red and black racing gear with an aerodynamic helmet is going down a road.
8004090394_caption_02,A man is in his most aerodynamic position during a bicycle race.
8004090394_caption_03,A man in red is riding his bicycle.
8004090394_caption_04,Male riding a racing bicycle.
8013541498_caption_00,Red car number 96 driving down a dirt road by the tree line kicking up dust in its trail.
8013541498_caption_01,This car is leaving a dust trail as it travels along a dirt road in a wooded area.
8013541498_caption_02,"An older model, red car with the racing number ""96"" drives down a dirt road."
8013541498_caption_03,The racer zooms past the wooded area leaving a cloud of dust.
8013541498_caption_04,Car racing down the road with cloud of dust.
8017202978_caption_00,A motorcycle races along a deserted road where there are trees in the background.
8017202978_caption_01,A single motorcycle rider driving down a stretch of road surrounded by dirt.
8017202978_caption_02,"A motorcyclist speeds down a racing course, with no other riders in sight."
8017202978_caption_03,A motorcyclist racing down a drag strip.
8017202978_caption_04,A bike racer races down the pavement.
8038838476_caption_00,A cyclist in a blue jersey is being cheered by a crowd laced with French flags as he pedals away from other riders.
8038838476_caption_01,Spectators are watching a bicyclist in a race while other cyclists are close behind.
8038838476_caption_02,A bicyclist is cheered on by spectators as he takes the lead in a race.
8038838476_caption_03,Bicyclist pull ahead of other racers with the crowd cheering wildly.
8038838476_caption_04,A man riding a bicycle during a race with crowds cheering him on
8041003011_caption_00,"Cyclists are racing; the leader is wearing red, has a red bike, and sports red sunglasses."
8041003011_caption_01,Female cyclists wearing different colored spandex clothing ride expensive bicycles quickly.
8041003011_caption_02,A shot of bicyclists in a race with the background blurred by their speed.
8041003011_caption_03,Several bicyclists wearing helmets ride by to the right.
8041003011_caption_04,A group of cyclists are racing.
8041006083_caption_00,Stop motion photography clearly catches the image of a woman in full cycling gear competing in a bicycling day event.
8041006083_caption_01,A bike racer in black and orange is closely followed on a racetrack by a competitor.
8041006083_caption_02,A biker dressed in orange and navy is competitively riding a red and white bike.
8041006083_caption_03,Somebody is riding a bike in a bike race.
8041006083_caption_04,A man is riding a bicycle.
8049107365_caption_00,Monster truck flies over grassy knolls on a sunny afternoon.
8049107365_caption_01,A white dune buggy jumping across a grass and dirt terrain.
8049107365_caption_02,A four-wheel jeep is riding on the rough terrain.
8049107365_caption_03,A monster truck is on a hill in midair.
8049107365_caption_04,A car drifting in the desert.
8063022480_caption_00,A boy on a mountain bike is performing on a dirt track before spectators under a tent.
8063022480_caption_01,"A young person in the middle of a bike jump, with onlookers in the background."
8063022480_caption_02,A boy wearing a pink helmet just went off a jump at a bike park and is midair.
8063022480_caption_03,This lady is practicing her high jump on her new bicycle.
8063022480_caption_04,A bicycle performer accomplishes a jump.
8067051359_caption_00,A marathon biker with the number 701 smiles while standing and holding his bike up.
8067051359_caption_01,Man in bike race with number 701 and a red helmet rounds a corner a bushes.
8067051359_caption_02,The man on the bike is writing off road in the countryside.
8067051359_caption_03,An older man uses a mountain bike on a trail.
8067051359_caption_04,This bike rider looks tired.
8067143747_caption_00,"Two men are watching a cyclist, adorn in orange and black, cycling uphill in dirt on a tree lined hill, in what could be a competition."
8067143747_caption_01,A person riding their bicycle up a dirt mound while two other people are in the background watching.
8067143747_caption_02,Mountain biker riding on a dirt path with two people watching in the background.
8067143747_caption_03,A cyclist in a race treks a dirt path while two onlookers watch.
8067143747_caption_04,A man is bicycling up a dirt path while two people watch.
8068863852_caption_00,"A bicyclist in a marathon is having trouble when his bike falls to the front and he is about to fall over, while two men watch in amusement."
8068863852_caption_01,"On lightly cloudy day, a bicyclist rides through an outdoor course while several onlookers watch."
8068863852_caption_02,A cyclist is performing tricks on a bicycle while others watch.
8068863852_caption_03,A man on a bicycle is falling off of it and over a short ledge.
8068863852_caption_04,A bicyclist falls off his bike while others watch.
8070675236_caption_00,A black and silver formula one car driven by a racer with a red helmet is going down a racetrack.
8070675236_caption_01,"A race car speeds down the racetrack, adorned with advertisements from its sponsors."
8070675236_caption_02,The Petronas racing car and driver driving down a racetrack.
8070675236_caption_03,A person wearing a helmet is racing in a car.
8070675236_caption_04,A race car driver.
8071401660_caption_00,"Two little blond girls with their hair pulled back in pigtails are holding hands, standing near a horse drawn carriage."
8071401660_caption_01,Two girls in white dresses stand on a cobbled road next to a carriage and two brown horses.
8071401660_caption_02,Two young girls in frilly white dresses stand outside a horse drawn carriage.
8071401660_caption_03,"Two young girls, both in white dresses, stand by a horse drawn carriage."
8071401660_caption_04,Two girls in white dresses standing by large horses.
8074724619_caption_00,One boy in a blue shirt and jeans on a bicycle jumping over concrete steps in front of a building.
8074724619_caption_01,A boy on a bike is in midair over a staircase in front of an old-style building in a city.
8074724619_caption_02,A young man on a bicycling is jumping up the stairs on his bike.
8074724619_caption_03,A BMX biker in the air on his bike over stairs near a building.
8074724619_caption_04,A man doing a trick in the air on his bike.
8086991999_caption_00,"Man wearing a red t-shirt and black skinny jeans sailing through the air, through some trees, with a stunt bike."
8086991999_caption_01,A BMX biker performing a trick high above the ground with trees covering the background.
8086991999_caption_02,"Man with black pants and burgundy t-shirt, performing a trick in midair on bike."
8086991999_caption_03,A man in a red shirt is straddling the back end of his bike in midair by a tree.
8086991999_caption_04,A guy in a maroon shirt performing a high flying trick on a dirt bike.
8107925709_caption_00,A group of bicyclists riding down a city road with skyscrapers behind them.
8107925709_caption_01,Bicyclists wearing smiles ride on a sunny day in an urban landscape.
8107925709_caption_02,A group of bicyclists travel past a fountain in a metropolitan area.
8107925709_caption_03,Teens are riding their bikes through the park near the fountains
8107925709_caption_04,Several bicyclists ride past a fountain in a large city.
8108431722_caption_00,"A man in green carries his bike in front of a stone building and sign hanging on a fence saying ""Rouleur, www.rouleur.cc"""
8108431722_caption_01,People practicing their instrumental and music skills while gathered around the house.
8108431722_caption_02,A man wearing a green outfit is carrying his bicycle in front of a Rouleur sign.
8108431722_caption_03,"A bicyclists in green carrying his bicycle past a sign that says ""Rouleur""."
8108431722_caption_04,"Guy in green, white, and black bike suit carrying a bike."
8112171798_caption_00,A young man flies through the air in a no hands stunt on a bike.
8112171798_caption_01,The guy on the bicycle is doing a very high jump on a track.
8112171798_caption_02,A teenager doing tricks with his favorite bicycle.
8112171798_caption_03,A man on a bicycle is doing stunts on the track.
8112171798_caption_04,A man performing a bike stunt.
8113418940_caption_00,Man wearing a plaid shirt and jumping on a trail on a bike.
8113418940_caption_01,A boy catches air while racing down a local dirt trail.
8113418940_caption_02,A man mountain biking and performing dangerous tricks.
8113418940_caption_03,A male biker is doing a trick on a dirt path.
8113418940_caption_04,This man is doing a jump on a bike.
8118468147_caption_00,A man wearing a red and blue shirt rides a motorcycle pulling a trailer-load of equipment.
8118468147_caption_01,A man riding on a bike with a pile of things in a large wooden crate behind him.
8118468147_caption_02,A man is riding a motorcycle and towing a trailer filled with stuff.
8118468147_caption_03,This man is driving a motorcycle with junks with his back.
8118468147_caption_04,A man driving a motorcycle and towing a load.
8118985445_caption_00,An elderly man steps on the pedal as if to mount a bicycle in a city scene.
8118985445_caption_01,Older african man about to mount a an old bicycle in an urban environment.
8118985445_caption_02,A bicyclist is preparing to mount his bicycle in an urban setting.
8118985445_caption_03,A guy with no shoes trying to get on his bike.
8118985445_caption_04,Woman just about to get on a bicycle.
8119830947_caption_00,"Four gentlemen, two in shorts and two in pants are walking along the left side of the street, while a buggy or carriage is parked on the right side of the street with a cat lounging in the lower compartment."
8119830947_caption_01,A cat is laying on an empty carriage in a narrow street with people walking by.
8119830947_caption_02,Five people in walking in an alley near a rickshaw with a cat sleeping on it.
8119830947_caption_03,A cat sits in a trolley cart while people pass on the street.
8119830947_caption_04,Several people walk by a rickshaw containing a sleeping cat.
8131954252_caption_00,A woman in black bicycle gear and a white helmet pedals hard uphill on her bike.
8131954252_caption_01,A cyclist wearing sunglasses and a silver bicycle helmet competing in a race.
8131954252_caption_02,"A woman, wearing red and black biking gear, biking up a hill."
8131954252_caption_03,A bike racer following the racing trail uphill.
8131954252_caption_04,A woman cycling up a hill.
8151603778_caption_00,A man who is wearing team attire races on his bike on a road as the background is blurry.
8151603778_caption_01,"A man on a bicycle rides past a park, with a group of people in the background."
8151603778_caption_02,"A biker in a red, white, and blue shirt rides past a lake and some people."
8151603778_caption_03,An older bicyclist riding in a race wearing the number 122.
8151603778_caption_04,An older man wearing stars and stripes rides a bike.
8154861953_caption_00,A mountain biker braves the mud as he heads towards the finish line.
8154861953_caption_01,A cyclist rides down a muddy roped off path through the forest.
8154861953_caption_02,A lone cyclist powers through a muddy trail in the forest.
8154861953_caption_03,A man who is extreme biking down a trail.
8154861953_caption_04,A man is cycling through a forest.
8173213463_caption_00,A man trying to stand in his motorcycle as he attempts for an incredible trick.
8173213463_caption_01,A man in a green outfit shows off his red motorcycle for a crowd
8173213463_caption_02,A dirt bike rider in a neon green outfit entertains the crowd.
8173213463_caption_03,A man is standing upright on a motorcycle.
8173213463_caption_04,Today is the day of motorcycle racing.
8180474484_caption_00,"A car drives through a muddy area on a dirt track, spraying water and mud everywhere."
8180474484_caption_01,Toyota Rally car plows through a deep puddle of mud on the race course.
8180474484_caption_02,A race car sprays mud as it comes down a dirt track.
8180474484_caption_03,A car is driving down a road with people watching.
8180474484_caption_04,This land race gets a little wet and wild.
821605360_caption_00,A woman standing on a rock with one of her legs up and her arms up.
821605360_caption_01,A woman standing on a high cliff on one leg looking over a river.
821605360_caption_02,A woman is standing on a rock overlooking a river.
821605360_caption_03,A girl posing on a cliff over a river.
821605360_caption_04,Woman on the clifftop trying to fly.
8220955383_caption_00,"A young, active man wearing a full helmet turning a corner on his mountain bike in the woods."
8220955383_caption_01,"A dirt biker with a helmet and black, white, and red shirt on rounding a curb"
8220955383_caption_02,A person in the woods on a muddy trail rounds a corner on a bike.
8220955383_caption_03,Dirt biker makes a sloping turn in a forest during the fall.
8220955383_caption_04,A dirt biker riding on a familiar trail.
8239100625_caption_00,Three skateboarders with helmets look like they are going very fast.
8239100625_caption_01,Downhill skaters wear padding to protect themselves when they fall.
8239100625_caption_02,Three men racing downhill on modified skateboards and race gear.
8239100625_caption_03,Three skaters appear to be reducing wind resistance to gain speed.
8239100625_caption_04,Three men compete in a skateboard race.
8378599_caption_00,A boy dressed in a blue coat skateboards down a street lined with parked cars.
8378599_caption_01,A boy in a blue jacket rides a skateboard down the street.
8378599_caption_02,Young boy in blue jacket learns to ride a skateboard.
8378599_caption_03,A child riding down the street on a skateboard.
8378599_caption_04,A young boy is skateboarding down the street.
848007330_caption_00,Men at work setting up a crane on a highway construction site.
848007330_caption_01,Construction workers are working with a crane in the street.
848007330_caption_02,Construction workers manipulate a crane on the street.
848007330_caption_03,Construction workers are operating a large crane.
848007330_caption_04,One tractor trying to pick up another.
